[01:00:08] IDS Traffic Simulator Started...
Targeting: http://localhost:5000/api/predict
[01:00:09] ✅ Tenant: TechCorp G | Src: 97.108.46.153   | Sig: Normal Traffic            | Sev: Low
[01:26:59] ✅ Tenant: Apex Finan | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:27:03] ✅ Tenant: Mercy Gene | Src: 103.21.244.0    | Sig: Normal Traffic            | Sev: Low
[01:27:08] ✅ Tenant: Apex Finan | Src: 90.190.92.25    | Sig: Normal Traffic            | Sev: Low
[01:27:12] ✅ Tenant: Oakridge P | Src: 229.14.201.152  | Sig: Normal Traffic            | Sev: Low
[01:27:17] ✅ Tenant: City Munic | Src: 20.186.100.206  | Sig: Normal Traffic            | Sev: Low
[01:27:20] ✅ Tenant: City Munic | Src: 35.204.119.9    | Sig: Normal Traffic            | Sev: Low
[01:27:23] ✅ Tenant: TechCorp G | Src: 183.109.28.210  | Sig: Normal Traffic            | Sev: Low
[01:27:29] ✅ Tenant: Local Sens | Src: 220.144.234.234 | Sig: Normal Traffic            | Sev: Low
[01:27:33] ✅ Tenant: City Munic | Src: 185.22.14.102   | Sig: Normal Traffic            | Sev: Low
[01:27:35] ✅ Tenant: City Munic | Src: 182.188.175.120 | Sig: Normal Traffic            | Sev: Low
[01:27:39] ✅ Tenant: TechCorp G | Src: 66.39.55.47     | Sig: Normal Traffic            | Sev: Low
[01:27:42] ✅ Tenant: Local Sens | Src: 131.238.126.92  | Sig: Normal Traffic            | Sev: Low
[01:27:47] ✅ Tenant: Local Sens | Src: 197.213.3.68    | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:27:52] ✅ Tenant: TechCorp G | Src: 215.83.38.31    | Sig: Normal Traffic            | Sev: Low
[01:27:56] ✅ Tenant: Local Sens | Src: 87.113.78.199   | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:27:58] ✅ Tenant: City Munic | Src: 169.135.141.215 | Sig: Normal Traffic            | Sev: Low
[01:28:00] ✅ Tenant: City Munic | Src: 61.43.245.80    | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:28:02] ✅ Tenant: Mercy Gene | Src: 185.22.14.102   | Sig: Normal Traffic            | Sev: Low
[01:28:06] ✅ Tenant: Mercy Gene | Src: 220.209.86.255  | Sig: Normal Traffic            | Sev: Low
[01:28:10] ✅ Tenant: Mercy Gene | Src: 141.101.64.0    | Sig: Normal Traffic            | Sev: Low
[01:28:13] ✅ Tenant: Apex Finan | Src: 18.210.106.166  | Sig: Normal Traffic            | Sev: Low
[01:28:15] ✅ Tenant: Local Sens | Src: 72.119.104.47   | Sig: Normal Traffic            | Sev: Low
[01:28:18] ✅ Tenant: City Munic | Src: 168.25.232.146  | Sig: Normal Traffic            | Sev: Low
[01:28:22] ✅ Tenant: Mercy Gene | Src: 1.1.1.1         | Sig: Normal Traffic            | Sev: Low
[01:28:27] ✅ Tenant: TechCorp G | Src: 39.54.248.242   | Sig: Normal Traffic            | Sev: Low
[01:28:28] ✅ Tenant: Oakridge P | Src: 141.101.64.0    | Sig: Normal Traffic            | Sev: Low
[01:28:30] ✅ Tenant: Local Sens | Src: 190.93.240.0    | Sig: Normal Traffic            | Sev: Low
[01:28:32] ✅ Tenant: City Munic | Src: 222.174.192.181 | Sig: Normal Traffic            | Sev: Low
[01:28:33] ✅ Tenant: TechCorp G | Src: 190.93.240.0    | Sig: Normal Traffic            | Sev: Low
[01:28:35] ✅ Tenant: City Munic | Src: 120.11.77.109   | Sig: Normal Traffic            | Sev: Low
[01:28:39] ✅ Tenant: Oakridge P | Src: 153.69.145.234  | Sig: Normal Traffic            | Sev: Low
[01:28:44] ✅ Tenant: Apex Finan | Src: 223.63.245.200  | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:28:45] ✅ Tenant: Mercy Gene | Src: 103.21.244.0    | Sig: Normal Traffic            | Sev: Low
[01:28:51] ✅ Tenant: Apex Finan | Src: 26.24.128.178   | Sig: Normal Traffic            | Sev: Low
[01:28:55] ✅ Tenant: TechCorp G | Src: 103.21.244.0    | Sig: Normal Traffic            | Sev: Low
[01:28:59] ✅ Tenant: Mercy Gene | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:29:02] ✅ Tenant: Local Sens | Src: 65.245.85.215   | Sig: Normal Traffic            | Sev: Low
[01:29:05] ✅ Tenant: TechCorp G | Src: 185.118.113.200 | Sig: Normal Traffic            | Sev: Low
[01:29:07] ✅ Tenant: Oakridge P | Src: 185.22.14.102   | Sig: Normal Traffic            | Sev: Low
[01:29:11] ✅ Tenant: Oakridge P | Src: 61.253.15.119   | Sig: Normal Traffic            | Sev: Low
[01:29:14] ✅ Tenant: Mercy Gene | Src: 1.1.1.1         | Sig: Normal Traffic            | Sev: Low
[01:29:17] ✅ Tenant: Apex Finan | Src: 28.197.177.204  | Sig: Normal Traffic            | Sev: Low
[01:29:20] ✅ Tenant: Apex Finan | Src: 40.8.220.184    | Sig: Normal Traffic            | Sev: Low
[01:29:25] 🚨 Tenant: Local Sens | Src: 13.242.163.175  | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:29:29] ✅ Tenant: Local Sens | Src: 173.245.48.0    | Sig: Normal Traffic            | Sev: Low
[01:29:31] ✅ Tenant: TechCorp G | Src: 185.22.14.102   | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:29:32] ✅ Tenant: City Munic | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:29:36] 🚨 Tenant: City Munic | Src: 185.22.14.102   | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:29:39] ✅ Tenant: Apex Finan | Src: 65.167.140.165  | Sig: Normal Traffic            | Sev: Low
[01:29:44] ✅ Tenant: Oakridge P | Src: 107.23.197.216  | Sig: Normal Traffic            | Sev: Low
[01:29:48] ✅ Tenant: Mercy Gene | Src: 1.1.1.1         | Sig: Normal Traffic            | Sev: Low
[01:29:53] ✅ Tenant: Apex Finan | Src: 103.21.244.0    | Sig: Normal Traffic            | Sev: Low
[01:29:56] ✅ Tenant: Oakridge P | Src: 109.39.87.63    | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:30:00] ✅ Tenant: Apex Finan | Src: 208.16.212.109  | Sig: Normal Traffic            | Sev: Low
[01:30:04] ✅ Tenant: City Munic | Src: 170.191.16.111  | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:30:07] ✅ Tenant: Apex Finan | Src: 53.114.51.64    | Sig: Normal Traffic            | Sev: Low
[01:30:09] ✅ Tenant: TechCorp G | Src: 185.22.14.102   | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:30:14] ✅ Tenant: TechCorp G | Src: 203.151.195.48  | Sig: Normal Traffic            | Sev: Low
[01:30:15] ✅ Tenant: Apex Finan | Src: 173.245.48.0    | Sig: Normal Traffic            | Sev: Low
[01:30:21] ✅ Tenant: Oakridge P | Src: 191.114.229.198 | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:30:23] ✅ Tenant: Oakridge P | Src: 214.29.94.136   | Sig: Normal Traffic            | Sev: Low
[01:30:27] ✅ Tenant: Oakridge P | Src: 185.22.14.102   | Sig: Normal Traffic            | Sev: Low
[01:30:30] 🚨 Tenant: Local Sens | Src: 222.69.126.128  | Sig: ET EXPLOIT Possible SQL I | Sev: High
[01:30:35] ✅ Tenant: TechCorp G | Src: 141.101.64.0    | Sig: Normal Traffic            | Sev: Low
[01:30:38] ✅ Tenant: City Munic | Src: 161.194.2.77    | Sig: Normal Traffic            | Sev: Low
❌ Connection Error: Is the Flask app running?
[01:30:48] ✅ Tenant: Mercy Gene | Src: 205.77.152.98   | Sig: Normal Traffic            | Sev: Low
[01:30:53] ✅ Tenant: Apex Finan | Src: 248.250.135.145 | Sig: Normal Traffic            | Sev: Low
[01:30:57] ✅ Tenant: City Munic | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:31:02] ✅ Tenant: Oakridge P | Src: 18.136.43.178   | Sig: Normal Traffic            | Sev: Low
[01:31:07] ✅ Tenant: Mercy Gene | Src: 8.8.8.8         | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:31:12] 🚨 Tenant: City Munic | Src: 124.66.164.71   | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:31:14] ✅ Tenant: City Munic | Src: 103.21.244.0    | Sig: Normal Traffic            | Sev: Low
[01:31:15] ✅ Tenant: Mercy Gene | Src: 45.12.99.11     | Sig: Normal Traffic            | Sev: Low
[01:31:20] ✅ Tenant: TechCorp G | Src: 40.131.40.11    | Sig: Normal Traffic            | Sev: Low
[01:31:25] ✅ Tenant: Local Sens | Src: 158.147.37.205  | Sig: Normal Traffic            | Sev: Low
[01:31:30] ✅ Tenant: Local Sens | Src: 1.1.1.1         | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:31:34] ✅ Tenant: City Munic | Src: 167.134.206.150 | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:31:36] ✅ Tenant: Apex Finan | Src: 73.23.152.10    | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:31:38] ✅ Tenant: Oakridge P | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:31:42] ✅ Tenant: City Munic | Src: 144.221.244.182 | Sig: Normal Traffic            | Sev: Low
[01:31:43] ✅ Tenant: Local Sens | Src: 103.21.244.0    | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:31:48] ✅ Tenant: Oakridge P | Src: 80.17.217.136   | Sig: Normal Traffic            | Sev: Low
[01:31:53] ✅ Tenant: Local Sens | Src: 137.30.136.50   | Sig: Normal Traffic            | Sev: Low
[01:31:55] ✅ Tenant: TechCorp G | Src: 178.144.206.55  | Sig: Normal Traffic            | Sev: Low
[01:32:00] ✅ Tenant: City Munic | Src: 173.245.48.0    | Sig: Normal Traffic            | Sev: Low
[01:32:02] ✅ Tenant: Mercy Gene | Src: 185.22.14.102   | Sig: Normal Traffic            | Sev: Low
[01:32:06] ✅ Tenant: Oakridge P | Src: 20.124.233.234  | Sig: Normal Traffic            | Sev: Low
[01:32:09] ✅ Tenant: TechCorp G | Src: 173.245.48.0    | Sig: Normal Traffic            | Sev: Low
[01:32:13] ✅ Tenant: Oakridge P | Src: 1.1.1.1         | Sig: Normal Traffic            | Sev: Low
[01:32:17] ✅ Tenant: TechCorp G | Src: 8.8.8.8         | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:32:21] ✅ Tenant: Mercy Gene | Src: 141.101.64.0    | Sig: Normal Traffic            | Sev: Low
[01:32:26] ✅ Tenant: Oakridge P | Src: 185.22.14.102   | Sig: Normal Traffic            | Sev: Low
[01:32:31] ✅ Tenant: Oakridge P | Src: 193.101.88.40   | Sig: Normal Traffic            | Sev: Low
[01:32:35] ✅ Tenant: Oakridge P | Src: 149.184.29.18   | Sig: Normal Traffic            | Sev: Low
[01:32:39] ✅ Tenant: Apex Finan | Src: 128.19.52.51    | Sig: Normal Traffic            | Sev: Low
[01:32:42] ✅ Tenant: TechCorp G | Src: 141.49.8.81     | Sig: Normal Traffic            | Sev: Low
[01:32:47] ✅ Tenant: City Munic | Src: 78.33.100.128   | Sig: Normal Traffic            | Sev: Low
[01:32:51] ✅ Tenant: Mercy Gene | Src: 244.239.191.134 | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:32:54] ✅ Tenant: Apex Finan | Src: 51.146.90.100   | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:32:58] ✅ Tenant: Local Sens | Src: 12.254.187.27   | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:33:03] ✅ Tenant: City Munic | Src: 184.56.36.172   | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:33:08] ✅ Tenant: Oakridge P | Src: 160.107.144.230 | Sig: Normal Traffic            | Sev: Low
[01:33:10] ✅ Tenant: Local Sens | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:33:14] ✅ Tenant: City Munic | Src: 185.22.14.102   | Sig: Normal Traffic            | Sev: Low
[01:33:17] ✅ Tenant: City Munic | Src: 157.76.195.217  | Sig: Normal Traffic            | Sev: Low
[01:33:20] ✅ Tenant: TechCorp G | Src: 173.245.48.0    | Sig: Normal Traffic            | Sev: Low
[01:33:25] ✅ Tenant: Oakridge P | Src: 136.118.172.105 | Sig: Normal Traffic            | Sev: Low
[01:33:30] 🚨 Tenant: Oakridge P | Src: 112.170.50.2    | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:33:36] ✅ Tenant: TechCorp G | Src: 102.204.185.245 | Sig: Normal Traffic            | Sev: Low
[01:33:41] ✅ Tenant: Apex Finan | Src: 160.219.231.188 | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:33:43] ✅ Tenant: TechCorp G | Src: 202.124.179.13  | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:33:48] 🚨 Tenant: Oakridge P | Src: 228.254.218.47  | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:33:52] ✅ Tenant: City Munic | Src: 210.73.39.87    | Sig: Normal Traffic            | Sev: Low
[01:33:57] ✅ Tenant: Mercy Gene | Src: 185.22.14.102   | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:34:00] ✅ Tenant: Apex Finan | Src: 228.127.55.234  | Sig: Normal Traffic            | Sev: Low
[01:34:04] ✅ Tenant: Local Sens | Src: 1.121.35.137    | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:34:08] ✅ Tenant: Oakridge P | Src: 1.1.1.1         | Sig: Normal Traffic            | Sev: Low
[01:34:11] ✅ Tenant: Mercy Gene | Src: 174.82.77.29    | Sig: Normal Traffic            | Sev: Low
[01:34:14] ✅ Tenant: TechCorp G | Src: 77.233.242.73   | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:34:18] ✅ Tenant: City Munic | Src: 45.12.99.11     | Sig: Normal Traffic            | Sev: Low
[01:34:22] ✅ Tenant: City Munic | Src: 143.71.171.211  | Sig: Normal Traffic            | Sev: Low
[01:34:24] ✅ Tenant: Apex Finan | Src: 145.86.92.78    | Sig: Normal Traffic            | Sev: Low
[01:34:28] ✅ Tenant: Local Sens | Src: 190.93.240.0    | Sig: Normal Traffic            | Sev: Low
[01:34:30] ✅ Tenant: Oakridge P | Src: 216.118.29.240  | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:34:33] ✅ Tenant: TechCorp G | Src: 228.81.141.1    | Sig: Normal Traffic            | Sev: Low
[01:34:38] ✅ Tenant: Apex Finan | Src: 237.7.141.193   | Sig: Normal Traffic            | Sev: Low
[01:34:40] ✅ Tenant: Oakridge P | Src: 36.140.229.213  | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:34:45] ✅ Tenant: Mercy Gene | Src: 229.182.11.65   | Sig: Normal Traffic            | Sev: Low
[01:34:49] ✅ Tenant: Local Sens | Src: 94.17.64.139    | Sig: Normal Traffic            | Sev: Low
[01:34:51] ✅ Tenant: TechCorp G | Src: 45.124.32.117   | Sig: Normal Traffic            | Sev: Low
[01:34:54] ✅ Tenant: Oakridge P | Src: 247.31.177.151  | Sig: Normal Traffic            | Sev: Low
[01:34:57] ✅ Tenant: TechCorp G | Src: 141.101.64.0    | Sig: Normal Traffic            | Sev: Low
[01:35:00] ✅ Tenant: TechCorp G | Src: 190.93.240.0    | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:35:04] ✅ Tenant: Local Sens | Src: 173.245.48.0    | Sig: Normal Traffic            | Sev: Low
[01:35:06] ✅ Tenant: City Munic | Src: 146.254.44.215  | Sig: Normal Traffic            | Sev: Low
[01:35:11] 🚨 Tenant: Mercy Gene | Src: 255.202.103.90  | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:35:14] ✅ Tenant: City Munic | Src: 237.102.213.4   | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:35:18] ✅ Tenant: Oakridge P | Src: 2.88.128.156    | Sig: Normal Traffic            | Sev: Low
[01:35:21] ✅ Tenant: Local Sens | Src: 141.101.64.0    | Sig: Normal Traffic            | Sev: Low
[01:35:23] ✅ Tenant: Mercy Gene | Src: 38.18.141.30    | Sig: Normal Traffic            | Sev: Low
[01:35:28] ✅ Tenant: Mercy Gene | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:35:31] ✅ Tenant: Oakridge P | Src: 190.93.240.0    | Sig: Normal Traffic            | Sev: Low
[01:35:36] ✅ Tenant: City Munic | Src: 194.31.131.93   | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:35:41] ✅ Tenant: City Munic | Src: 139.96.191.111  | Sig: Normal Traffic            | Sev: Low
[01:35:46] ✅ Tenant: Mercy Gene | Src: 197.147.184.107 | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:35:48] ✅ Tenant: Mercy Gene | Src: 174.138.226.161 | Sig: Normal Traffic            | Sev: Low
[01:35:51] ✅ Tenant: Mercy Gene | Src: 96.70.253.16    | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:35:57] ✅ Tenant: TechCorp G | Src: 121.251.85.241  | Sig: Normal Traffic            | Sev: Low
[01:36:00] ✅ Tenant: Local Sens | Src: 171.79.69.164   | Sig: Normal Traffic            | Sev: Low
[01:36:01] ✅ Tenant: TechCorp G | Src: 130.200.17.44   | Sig: Normal Traffic            | Sev: Low
[01:36:05] ✅ Tenant: TechCorp G | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:36:08] ✅ Tenant: Oakridge P | Src: 141.101.64.0    | Sig: Normal Traffic            | Sev: Low
[01:36:11] ✅ Tenant: Oakridge P | Src: 3.25.1.43       | Sig: Normal Traffic            | Sev: Low
[01:36:14] ✅ Tenant: Oakridge P | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:36:17] ✅ Tenant: Local Sens | Src: 177.114.194.193 | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:36:20] ✅ Tenant: Local Sens | Src: 234.236.81.70   | Sig: Normal Traffic            | Sev: Low
[01:36:25] ✅ Tenant: TechCorp G | Src: 229.59.12.78    | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:36:28] ✅ Tenant: TechCorp G | Src: 176.104.149.252 | Sig: Normal Traffic            | Sev: Low
[01:36:32] ✅ Tenant: City Munic | Src: 139.232.6.225   | Sig: Normal Traffic            | Sev: Low
[01:36:37] ✅ Tenant: City Munic | Src: 167.166.87.212  | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:36:39] ✅ Tenant: Local Sens | Src: 41.109.101.14   | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:36:44] ✅ Tenant: Oakridge P | Src: 184.67.55.206   | Sig: Normal Traffic            | Sev: Low
[01:36:46] ✅ Tenant: TechCorp G | Src: 141.51.37.13    | Sig: Normal Traffic            | Sev: Low
[01:36:49] 🚨 Tenant: Apex Finan | Src: 141.47.90.126   | Sig: ET EXPLOIT Possible SQL I | Sev: High
[01:36:54] ✅ Tenant: Oakridge P | Src: 1.1.1.1         | Sig: Normal Traffic            | Sev: Low
[01:37:00] ✅ Tenant: Oakridge P | Src: 161.98.203.93   | Sig: Normal Traffic            | Sev: Low
[01:37:03] ✅ Tenant: Mercy Gene | Src: 126.203.134.35  | Sig: Normal Traffic            | Sev: Low
[01:37:06] ✅ Tenant: City Munic | Src: 134.202.166.254 | Sig: Normal Traffic            | Sev: Low
[01:37:09] ✅ Tenant: Local Sens | Src: 188.66.90.199   | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:37:13] ✅ Tenant: Apex Finan | Src: 191.132.216.93  | Sig: Normal Traffic            | Sev: Low
[01:37:17] ✅ Tenant: City Munic | Src: 82.3.91.246     | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:37:22] ✅ Tenant: TechCorp G | Src: 60.106.196.151  | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:37:24] ✅ Tenant: Apex Finan | Src: 142.97.234.12   | Sig: Normal Traffic            | Sev: Low
[01:37:26] ✅ Tenant: TechCorp G | Src: 141.101.64.0    | Sig: Normal Traffic            | Sev: Low
[01:37:30] ✅ Tenant: TechCorp G | Src: 141.101.64.0    | Sig: Normal Traffic            | Sev: Low
[01:37:33] ✅ Tenant: Mercy Gene | Src: 161.96.18.193   | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:37:36] ✅ Tenant: Apex Finan | Src: 103.21.244.0    | Sig: Normal Traffic            | Sev: Low
[01:37:40] ✅ Tenant: Local Sens | Src: 151.111.71.10   | Sig: Normal Traffic            | Sev: Low
[01:37:43] ✅ Tenant: Apex Finan | Src: 208.68.20.150   | Sig: Normal Traffic            | Sev: Low
[01:37:45] ✅ Tenant: Oakridge P | Src: 50.98.121.200   | Sig: Normal Traffic            | Sev: Low
[01:37:49] ✅ Tenant: Mercy Gene | Src: 10.124.100.208  | Sig: Normal Traffic            | Sev: Low
[01:37:53] 🚨 Tenant: Mercy Gene | Src: 43.179.13.90    | Sig: Normal Traffic            | Sev: High
[01:37:56] ✅ Tenant: Apex Finan | Src: 220.92.215.39   | Sig: Normal Traffic            | Sev: Low
[01:37:58] ✅ Tenant: Local Sens | Src: 170.138.52.15   | Sig: Normal Traffic            | Sev: Low
[01:37:59] ✅ Tenant: Apex Finan | Src: 27.176.98.177   | Sig: Normal Traffic            | Sev: Low
[01:38:03] ✅ Tenant: TechCorp G | Src: 253.25.32.128   | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:38:07] ✅ Tenant: City Munic | Src: 57.9.80.152     | Sig: Normal Traffic            | Sev: Low
[01:38:11] ✅ Tenant: Mercy Gene | Src: 103.21.244.0    | Sig: Normal Traffic            | Sev: Low
[01:38:14] ✅ Tenant: Local Sens | Src: 1.1.1.1         | Sig: Normal Traffic            | Sev: Low
[01:38:15] ✅ Tenant: Mercy Gene | Src: 173.245.48.0    | Sig: Normal Traffic            | Sev: Low
[01:38:20] ✅ Tenant: Mercy Gene | Src: 26.66.6.234     | Sig: Normal Traffic            | Sev: Low
[01:38:25] ✅ Tenant: Apex Finan | Src: 206.36.128.189  | Sig: Normal Traffic            | Sev: Low
[01:38:29] ✅ Tenant: City Munic | Src: 54.196.99.129   | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:38:33] ✅ Tenant: Mercy Gene | Src: 119.38.171.253  | Sig: Normal Traffic            | Sev: Low
[01:38:34] ✅ Tenant: TechCorp G | Src: 117.166.213.155 | Sig: Normal Traffic            | Sev: Low
[01:38:37] ✅ Tenant: City Munic | Src: 4.148.209.250   | Sig: Normal Traffic            | Sev: Low
[01:38:40] ✅ Tenant: Mercy Gene | Src: 8.8.8.8         | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:38:43] ✅ Tenant: Oakridge P | Src: 17.115.77.124   | Sig: Normal Traffic            | Sev: Low
[01:38:46] ✅ Tenant: Oakridge P | Src: 9.7.155.28      | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:38:48] ✅ Tenant: City Munic | Src: 37.44.71.16     | Sig: Normal Traffic            | Sev: Low
[01:38:53] ✅ Tenant: Local Sens | Src: 159.207.232.98  | Sig: Normal Traffic            | Sev: Low
[01:38:58] ✅ Tenant: City Munic | Src: 91.88.132.15    | Sig: Normal Traffic            | Sev: Low
[01:39:03] 🚨 Tenant: Oakridge P | Src: 3.110.124.1     | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:39:04] ✅ Tenant: City Munic | Src: 128.244.246.132 | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:39:06] ✅ Tenant: Apex Finan | Src: 150.109.29.168  | Sig: Normal Traffic            | Sev: Low
[01:39:09] ✅ Tenant: Local Sens | Src: 88.3.122.135    | Sig: Normal Traffic            | Sev: Low
[01:39:14] ✅ Tenant: Oakridge P | Src: 243.137.7.24    | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:39:17] ✅ Tenant: TechCorp G | Src: 45.12.99.11     | Sig: Normal Traffic            | Sev: Low
[01:39:22] ✅ Tenant: Mercy Gene | Src: 3.172.198.179   | Sig: Normal Traffic            | Sev: Low
[01:39:23] ✅ Tenant: TechCorp G | Src: 245.58.15.40    | Sig: Normal Traffic            | Sev: Low
[01:39:28] ✅ Tenant: TechCorp G | Src: 253.213.36.50   | Sig: Normal Traffic            | Sev: Low
[01:39:31] ✅ Tenant: Apex Finan | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:39:35] ✅ Tenant: Local Sens | Src: 173.245.48.0    | Sig: Normal Traffic            | Sev: Low
[01:39:39] ✅ Tenant: Mercy Gene | Src: 7.108.171.230   | Sig: Normal Traffic            | Sev: Low
[01:39:42] ✅ Tenant: Oakridge P | Src: 164.165.205.146 | Sig: Normal Traffic            | Sev: Low
[01:39:44] ✅ Tenant: Apex Finan | Src: 110.30.53.26    | Sig: Normal Traffic            | Sev: Low
[01:39:45] ✅ Tenant: Local Sens | Src: 185.22.14.102   | Sig: Normal Traffic            | Sev: Low
[01:39:51] ✅ Tenant: Oakridge P | Src: 98.113.238.248  | Sig: Normal Traffic            | Sev: Low
[01:39:54] ✅ Tenant: TechCorp G | Src: 148.112.108.166 | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:39:57] ✅ Tenant: TechCorp G | Src: 19.133.75.96    | Sig: Normal Traffic            | Sev: Low
[01:39:58] ✅ Tenant: Apex Finan | Src: 62.198.214.45   | Sig: Normal Traffic            | Sev: Low
[01:40:03] ✅ Tenant: Local Sens | Src: 8.130.34.57     | Sig: Normal Traffic            | Sev: Low
[01:40:09] 🚨 Tenant: City Munic | Src: 38.73.64.8      | Sig: ET EXPLOIT Possible SQL I | Sev: High
[01:40:14] ✅ Tenant: Oakridge P | Src: 45.12.99.11     | Sig: Normal Traffic            | Sev: Low
[01:40:18] ✅ Tenant: Mercy Gene | Src: 173.245.48.0    | Sig: Normal Traffic            | Sev: Low
[01:40:20] ✅ Tenant: City Munic | Src: 131.136.218.85  | Sig: Normal Traffic            | Sev: Low
[01:40:25] ✅ Tenant: Apex Finan | Src: 229.252.216.157 | Sig: Normal Traffic            | Sev: Low
[01:40:29] 🚨 Tenant: Apex Finan | Src: 21.12.186.23    | Sig: ET EXPLOIT Possible SQL I | Sev: High
[01:40:34] ✅ Tenant: Local Sens | Src: 160.223.42.179  | Sig: Normal Traffic            | Sev: Low
[01:40:38] 🚨 Tenant: Oakridge P | Src: 114.1.144.235   | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:40:41] ✅ Tenant: Mercy Gene | Src: 1.1.1.1         | Sig: Normal Traffic            | Sev: Low
[01:40:45] ✅ Tenant: Oakridge P | Src: 132.228.175.194 | Sig: Normal Traffic            | Sev: Low
[01:40:49] ✅ Tenant: Apex Finan | Src: 45.12.99.11     | Sig: Normal Traffic            | Sev: Low
[01:40:51] ✅ Tenant: Oakridge P | Src: 194.140.34.191  | Sig: Normal Traffic            | Sev: Low
[01:40:56] ✅ Tenant: Oakridge P | Src: 165.155.231.229 | Sig: Normal Traffic            | Sev: Low
[01:40:59] ✅ Tenant: Mercy Gene | Src: 244.16.225.41   | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:41:03] ✅ Tenant: Mercy Gene | Src: 74.7.228.18     | Sig: Normal Traffic            | Sev: Low
[01:41:08] ✅ Tenant: Local Sens | Src: 61.88.236.10    | Sig: Normal Traffic            | Sev: Low
[01:41:13] 🚨 Tenant: Apex Finan | Src: 253.175.247.21  | Sig: ET EXPLOIT Possible SQL I | Sev: High
[01:41:16] ✅ Tenant: TechCorp G | Src: 31.47.243.218   | Sig: Normal Traffic            | Sev: Low
